Unnamed: 0,Player ID,Player Surname,Player Forename,Team,Position Id,recomendacion,cluster
3564,18430,Gera,Zoltán,West Bromwich Albion,4,"[1615, 1840, 5043, 81880, 92488]","[999, 1307, 1615, 1840, 2559, 4374, 4740, 5043, 6769, 7459, 10451, 13524, 14295, 14489, 15109, 17891, 18215, 19197, 19602, 19688, 19946, 20589, 28342, 28566, 37939, 38290, 39104, 40231, 40387, 40564, 40660, 42518, 43250, 44302, 53371, 59304, 59325, 74208, 75773, 78774, 79843, 81025, 83701, 88821, 88894, 91128, 93666, 98464, 103955, 105190, 114042]"
3567,1814,Gerrard,Steven,Liverpool,4,"[18892, 28499, 38429, 40387, 53392]","[3, 1936, 15157, 15237, 20141, 28568, 59013]"
3585,43274,Gervinho,,Arsenal,6,"[14402, 49013, 26900, 14279, 37572]","[14402, 20452, 26900, 38328, 49724]"
3613,42427,Gibbs,Kieran,Arsenal,2,"[20488, 28654, 9047, 3785, 54772]","[1930, 3296, 5750, 7712, 9493, 11467, 15968, 16234, 19053, 19124, 19714, 19740, 20488, 20658, 28183, 28654, 37847, 41270, 42593, 54772, 55604, 57214, 58786]"
3629,27707,Gibson,Darron,Everton,4,"[27707, 50023, 38290, 105086, 8442]","[363, 2019, 4990, 7670, 8442, 9110, 10454, 12882, 13227, 13308, 13594, 14469, 14898, 15076, 15188, 18586, 19556, 27258, 27696, 28097, 34296, 37639, 38297, 39217, 41208, 41823, 43191, 49384, 49944, 50232, 51887, 56861, 56864, 56944, 57069, 73459, 77800, 78056, 80442, 81880, 92372]"
3641,3,Giggs,Ryan,Manchester United,4,"[20141, 10089, 16045, 18215, 20589]","[1814, 1936, 15157, 15237, 20141, 28568, 59013]"
3666,1822,Given,Shay,Aston Villa,1,"[1822, 20066, 38251, 19236, 26756]","[1803, 1827, 3119, 11334, 15337, 15749, 28491, 51940]"
3698,8371,Givet,Gaël,Blackburn Rovers,2,"[17997, 19160, 1216, 1059, 1640]","[973, 1059, 1216, 1587, 1640, 1809, 1841, 1869, 1934, 1950, 2004, 2034, 2562, 3736, 4142, 6219, 6254, 11078, 11378, 12443, 13898, 14278, 14947, 15201, 15498, 15864, 16854, 17127, 17468, 17974, 18144, 18832, 18846, 19160, 40146, 42744, 45139, 55909, 58845, 80235, 80254, 82514, 83428]"
3720,15498,Gohouri,Steve,Wigan Athletic,2,"[13439, 87860, 42593, 47390, 60232]","[973, 1059, 1216, 1587, 1640, 1809, 1841, 1869, 1934, 1950, 2004, 2034, 2562, 3736, 4142, 6219, 6254, 8371, 11078, 11378, 12443, 13898, 14278, 14947, 15201, 15864, 16854, 17127, 17468, 17974, 18144, 18832, 18846, 19160, 40146, 42744, 45139, 55909, 58845, 80235, 80254, 82514, 83428]"
3730,28157,Goodwillie,David,Blackburn Rovers,6,"[58778, 15428, 59970, 97612, 28541]","[1409, 1710, 3118, 3897, 4445, 6286, 8595, 11721, 14166, 15395, 15428, 15675, 17955, 18215, 18804, 19645, 27440, 28541, 28593, 35865, 37352, 39439, 55415, 58778, 59125, 60865, 80979, 97612, 98769]"
3750,5207,Gordon,Craig,Sunderland,1,"[5207, 66797, 28491, 50264, 17694]","[4202, 5288, 9631, 10954, 15903, 17687, 17694, 18151, 20531, 26756, 37634, 38251, 39725, 41705, 50264, 51922, 88658]"
3751,83701,Gorman,John,Wolverhampton Wanderers,4,"[88894, 13524, 1615, 5043, 92488]","[999, 1307, 1615, 1840, 2559, 4374, 4740, 5043, 6769, 7459, 10451, 13524, 14295, 14489, 15109, 17891, 18215, 18430, 19197, 19602, 19688, 19946, 20589, 28342, 28566, 37939, 38290, 39104, 40231, 40387, 40564, 40660, 42518, 43250, 44302, 53371, 59304, 59325, 74208, 75773, 78774, 79843, 81025, 88821, 88894, 91128, 93666, 98464, 103955, 105190, 114042]"
3752,40387,Gosling,Dan,Newcastle United,4,"[7459, 38290, 2019, 52876, 1307]","[999, 1307, 1615, 1840, 2559, 4374, 4740, 5043, 6769, 7459, 10451, 13524, 14295, 14489, 15109, 17891, 18215, 18430, 19197, 19602, 19688, 19946, 20589, 28342, 28566, 37939, 38290, 39104, 40231, 40564, 40660, 42518, 43250, 44302, 53371, 59304, 59325, 74208, 75773, 78774, 79843, 81025, 83701, 88821, 88894, 91128, 93666, 98464, 103955, 105190, 114042]"
3764,1936,Gower,Mark,Swansea City,4,"[3332, 28568, 17349, 58900, 2559]","[3, 1814, 15157, 15237, 20141, 28568, 59013]"
3784,15398,Graham,Danny,Swansea City,6,"[27450, 16005, 37352, 20450, 39982]","[4570, 18953, 27697]"
3820,13524,Grella,Vincenzo,Blackburn Rovers,4,"[5043, 92488, 88894, 1615, 81880]","[999, 1307, 1615, 1840, 2559, 4374, 4740, 5043, 6769, 7459, 10451, 14295, 14489, 15109, 17891, 18215, 18430, 19197, 19602, 19688, 19946, 20589, 28342, 28566, 37939, 38290, 39104, 40231, 40387, 40564, 40660, 42518, 43250, 44302, 53371, 59304, 59325, 74208, 75773, 78774, 79843, 81025, 83701, 88821, 88894, 91128, 93666, 98464, 103955, 105190, 114042]"
3821,6298,Grygera,Zdenek,Fulham,2,"[90801, 83428, 12745, 42427, 3665]","[1131, 1940, 1989, 2399, 3665, 11248, 11883, 12450, 12674, 12679, 12780, 13439, 14919, 14965, 16734, 18658, 19084, 19718, 27348, 27698, 37269, 38462, 39464, 41727, 42425, 42428, 46695, 48730, 51511, 52477, 53238, 54469, 54771, 60232, 61933, 61944, 65807, 74230, 75880, 78108, 82263, 86364, 87835, 87860, 90801, 91979, 92790, 103903, 105322, 106603]"
3826,57835,Gueye,Magaye,Everton,6,"[5075, 3897, 15395, 4445, 4454]","[1195, 5075, 6240, 14279, 16005, 19321, 19557, 20312, 37334, 42758, 62419]"
3843,37639,Guthrie,Danny,Newcastle United,4,"[77800, 34296, 39202, 14295, 4990]","[363, 2019, 4990, 7670, 8442, 9110, 10454, 12882, 13227, 13308, 13594, 14469, 14898, 15076, 15188, 18586, 19556, 27258, 27696, 27707, 28097, 34296, 38297, 39217, 41208, 41823, 43191, 49384, 49944, 50232, 51887, 56861, 56864, 56944, 57069, 73459, 77800, 78056, 80442, 81880, 92372]"
3859,21060,Gutiérrez,Jonás,Newcastle United,4,"[34296, 21060, 44302, 12765, 15276]","[1212, 8378, 12765, 21083, 28499, 53392]"
3896,41705,Guzan,Brad,Aston Villa,1,"[17687, 45175, 20531, 66797, 5288]","[4202, 5207, 5288, 9631, 10954, 15903, 17687, 17694, 18151, 20531, 26756, 37634, 38251, 39725, 50264, 51922, 88658]"
3903,44302,Guédioura,Adlène,Wolverhampton Wanderers,4,"[28566, 43250, 59304, 52876, 105190]","[999, 1307, 1615, 1840, 2559, 4374, 4740, 5043, 6769, 7459, 10451, 13524, 14295, 14489, 15109, 17891, 18215, 18430, 19197, 19602, 19688, 19946, 20589, 28342, 28566, 37939, 38290, 39104, 40231, 40387, 40564, 40660, 42518, 43250, 53371, 59304, 59325, 74208, 75773, 78774, 79843, 81025, 83701, 88821, 88894, 91128, 93666, 98464, 103955, 105190, 114042]"
3913,33223,Gyan,Asamoah,Sunderland,6,"[1795, 47412, 91126, 80061, 89328]","[1619, 1795, 4454, 5692, 5730, 19916, 20298, 32317, 36968, 39776, 39982, 40275, 40399, 40501, 46581, 49013, 51484, 55586, 59970, 61538, 66749, 66978, 80061, 80181, 89328, 91126, 95703, 107853]"
3916,12674,Hall,Fitz,Queens Park Rangers,2,"[14775, 60232, 19053, 51511, 19714]","[1131, 1940, 1989, 2399, 3665, 6298, 11248, 11883, 12450, 12679, 12780, 13439, 14919, 14965, 16734, 18658, 19084, 19718, 27348, 27698, 37269, 38462, 39464, 41727, 42425, 42428, 46695, 48730, 51511, 52477, 53238, 54469, 54771, 60232, 61933, 61944, 65807, 74230, 75880, 78108, 82263, 86364, 87835, 87860, 90801, 91979, 92790, 103903, 105322, 106603]"
3930,40660,Hammill,Adam,Wolverhampton Wanderers,4,"[98464, 37939, 59304, 74208, 41823]","[999, 1307, 1615, 1840, 2559, 4374, 4740, 5043, 6769, 7459, 10451, 13524, 14295, 14489, 15109, 17891, 18215, 18430, 19197, 19602, 19688, 19946, 20589, 28342, 28566, 37939, 38290, 39104, 40231, 40387, 40564, 42518, 43250, 44302, 53371, 59304, 59325, 74208, 75773, 78774, 79843, 81025, 83701, 88821, 88894, 91128, 93666, 98464, 103955, 105190, 114042]"
3939,15284,Hangeland,Brede,Fulham,2,"[19124, 7933, 37642, 49539, 37269]","[1718, 1764, 7551, 7645, 7933, 8358, 8380, 10466, 11911, 12413, 15943, 17476, 19008, 19159, 19188, 19272, 19341, 19419, 19958, 20359, 21094, 26793, 37642, 37742, 37869, 39253, 41135, 43035, 51507, 68815]"
3977,83428,Hanley,Grant,Blackburn Rovers,2,"[19272, 8358, 15864, 19008, 1841]","[973, 1059, 1216, 1587, 1640, 1809, 1841, 1869, 1934, 1950, 2004, 2034, 2562, 3736, 4142, 6219, 6254, 8371, 11078, 11378, 12443, 13898, 14278, 14947, 15201, 15498, 15864, 16854, 17127, 17468, 17974, 18144, 18832, 18846, 19160, 40146, 42744, 45139, 55909, 58845, 80235, 80254, 82514]"
4000,5043,Hargreaves,Owen,Manchester City,4,"[13308, 88894, 1615, 92488, 81880]","[999, 1307, 1615, 1840, 2559, 4374, 4740, 6769, 7459, 10451, 13524, 14295, 14489, 15109, 17891, 18215, 18430, 19197, 19602, 19688, 19946, 20589, 28342, 28566, 37939, 38290, 39104, 40231, 40387, 40564, 40660, 42518, 43250, 44302, 53371, 59304, 59325, 74208, 75773, 78774, 79843, 81025, 83701, 88821, 88894, 91128, 93666, 98464, 103955, 105190, 114042]"
4001,92790,Harriman,Michael,Queens Park Rangers,2,"[51511, 39464, 54469, 87835, 42428]","[1131, 1940, 1989, 2399, 3665, 6298, 11248, 11883, 12450, 12674, 12679, 12780, 13439, 14919, 14965, 16734, 18658, 19084, 19718, 27348, 27698, 37269, 38462, 39464, 41727, 42425, 42428, 46695, 48730, 51511, 52477, 53238, 54469, 54771, 60232, 61933, 61944, 65807, 74230, 75880, 78108, 82263, 86364, 87835, 87860, 90801, 91979, 103903, 105322, 106603]"
4002,15749,Hart,Joe,Manchester City,1,"[51922, 11334, 9089, 38251, 1803]","[1803, 1822, 1827, 3119, 11334, 15337, 28491, 51940]"
4040,10466,Heitinga,Johnny,Everton,2,"[1764, 7933, 11883, 19124, 42996]","[1718, 1764, 7551, 7645, 7933, 8358, 8380, 11911, 12413, 15284, 15943, 17476, 19008, 19159, 19188, 19272, 19341, 19419, 19958, 20359, 21094, 26793, 37642, 37742, 37869, 39253, 41135, 43035, 51507, 68815]"
4070,3731,Helguson,Heidar,Queens Park Rangers,6,"[42758, 5730, 13017, 3630, 3731]",[43020]
4086,56979,Henderson,Jordan,Liverpool,4,"[41792, 40555, 14664, 37055, 15276]","[1274, 8597, 19921]"
4123,103903,Henley,Adam,Blackburn Rovers,2,"[11883, 16734, 38462, 103903, 105322]","[1131, 1940, 1989, 2399, 3665, 6298, 11248, 11883, 12450, 12674, 12679, 12780, 13439, 14919, 14965, 16734, 18658, 19084, 19718, 27348, 27698, 37269, 38462, 39464, 41727, 42425, 42428, 46695, 48730, 51511, 52477, 53238, 54469, 54771, 60232, 61933, 61944, 65807, 74230, 75880, 78108, 82263, 86364, 87835, 87860, 90801, 91979, 92790, 105322, 106603]"
4130,20066,Hennessey,Wayne,Wolverhampton Wanderers,1,"[19236, 1822, 26756, 9089, 20066]","[9089, 19236]"
4164,10561,Henry,Karl,Wolverhampton Wanderers,4,"[1632, 15109, 28147, 50471, 1411]","[5589, 12150, 28448, 28468, 67731]"
4170,1619,Henry,Thierry,Arsenal,6,"[19916, 80061, 66978, 50175, 89328]","[1795, 4454, 5692, 5730, 19916, 20298, 32317, 33223, 36968, 39776, 39982, 40275, 40399, 40501, 46581, 49013, 51484, 55586, 59970, 61538, 66749, 66978, 80061, 80181, 89328, 91126, 95703, 107853]"
4199,49493,Herd,Chris,Aston Villa,4,"[1420, 15188, 28448, 16210, 7670]","[1420, 7631, 11735, 16210, 16236, 20481, 28495, 50471, 52876, 55548]"
4218,43020,Hernández,Javier,Manchester United,6,"[5741, 13239, 3731, 28157, 15398]",[3731]
4246,1765,Heskey,Emile,Aston Villa,6,"[3118, 3897, 3731, 27450, 20450]","[4255, 4396, 9765, 37084, 86168]"
4274,9007,Hibbert,Tony,Everton,2,"[40146, 9047, 15284, 11248, 1930]","[9047, 11278, 15405, 17997, 20492, 32318, 37748, 40725, 42996, 45158, 49539, 58621, 76359]"
4306,2399,Higginbotham,Danny,Stoke City,2,"[52477, 51507, 39253, 91979, 53238]","[1131, 1940, 1989, 3665, 6298, 11248, 11883, 12450, 12674, 12679, 12780, 13439, 14919, 14965, 16734, 18658, 19084, 19718, 27348, 27698, 37269, 38462, 39464, 41727, 42425, 42428, 46695, 48730, 51511, 52477, 53238, 54469, 54771, 60232, 61933, 61944, 65807, 74230, 75880, 78108, 82263, 86364, 87835, 87860, 90801, 91979, 92790, 103903, 105322, 106603]"
4308,1216,Hill,Clint,Queens Park Rangers,2,"[8358, 15498, 37847, 18846, 17997]","[973, 1059, 1587, 1640, 1809, 1841, 1869, 1934, 1950, 2004, 2034, 2562, 3736, 4142, 6219, 6254, 8371, 11078, 11378, 12443, 13898, 14278, 14947, 15201, 15498, 15864, 16854, 17127, 17468, 17974, 18144, 18832, 18846, 19160, 40146, 42744, 45139, 55909, 58845, 80235, 80254, 82514, 83428]"
4330,37634,Hilário,Henrique,Chelsea,1,"[66797, 5288, 39215, 5207, 50264]","[4202, 5207, 5288, 9631, 10954, 15903, 17687, 17694, 18151, 20531, 26756, 38251, 39725, 41705, 50264, 51922, 88658]"
4332,49806,Hoilett,Junior,Blackburn Rovers,4,"[49013, 34392, 28499, 8378, 18892]",[]
4366,5741,Holt,Grant,Norwich City,6,"[18804, 42758, 46581, 20450, 3630]",[]
4402,28499,Hoolahan,Wes,Norwich City,4,"[49493, 20664, 41262, 8378, 34392]","[1212, 8378, 12765, 21060, 21083, 53392]"
4435,15337,Howard,Tim,Everton,1,"[51922, 26756, 11334, 1827, 18151]","[1803, 1822, 1827, 3119, 11334, 15749, 28491, 51940]"
4473,38297,Howson,Jonathan,Norwich City,4,"[14295, 4990, 78056, 43191, 18430]","[363, 2019, 4990, 7670, 8442, 9110, 10454, 12882, 13227, 13308, 13594, 14469, 14898, 15076, 15188, 18586, 19556, 27258, 27696, 27707, 28097, 34296, 37639, 39217, 41208, 41823, 43191, 49384, 49944, 50232, 51887, 56861, 56864, 56944, 57069, 73459, 77800, 78056, 80442, 81880, 92372]"
4484,15109,Huddlestone,Tom,Tottenham Hotspur,4,"[28301, 92488, 88894, 5043, 81880]","[999, 1307, 1615, 1840, 2559, 4374, 4740, 5043, 6769, 7459, 10451, 13524, 14295, 14489, 17891, 18215, 18430, 19197, 19602, 19688, 19946, 20589, 28342, 28566, 37939, 38290, 39104, 40231, 40387, 40564, 40660, 42518, 43250, 44302, 53371, 59304, 59325, 74208, 75773, 78774, 79843, 81025, 83701, 88821, 88894, 91128, 93666, 98464, 103955, 105190, 114042]"
4486,1869,Hughes,Aaron,Fulham,2,"[1940, 1809, 1059, 6219, 17476]","[973, 1059, 1216, 1587, 1640, 1809, 1841, 1934, 1950, 2004, 2034, 2562, 3736, 4142, 6219, 6254, 8371, 11078, 11378, 12443, 13898, 14278, 14947, 15201, 15498, 15864, 16854, 17127, 17468, 17974, 18144, 18832, 18846, 19160, 40146, 42744, 45139, 55909, 58845, 80235, 80254, 82514, 83428]"
4505,5692,Hulse,Robert,Queens Park Rangers,6,"[35865, 39776, 40399, 86168, 66978]","[1619, 1795, 4454, 5730, 19916, 20298, 32317, 33223, 36968, 39776, 39982, 40275, 40399, 40501, 46581, 49013, 51484, 55586, 59970, 61538, 66749, 66978, 80061, 80181, 89328, 91126, 95703, 107853]"
4507,7635,Hunt,Stephen,Wolverhampton Wanderers,4,"[49944, 9110, 15944, 58900, 8758]",[50023]
4531,42428,Hutchinson,Sam,Chelsea,2,"[53238, 91979, 51507, 39464, 86364]","[1131, 1940, 1989, 2399, 3665, 6298, 11248, 11883, 12450, 12674, 12679, 12780, 13439, 14919, 14965, 16734, 18658, 19084, 19718, 27348, 27698, 37269, 38462, 39464, 41727, 42425, 46695, 48730, 51511, 52477, 53238, 54469, 54771, 60232, 61933, 61944, 65807, 74230, 75880, 78108, 82263, 86364, 87835, 87860, 90801, 91979, 92790, 103903, 105322, 106603]"
4533,12413,Huth,Robert,Stoke City,2,"[19341, 1764, 26725, 37847, 19188]","[1718, 1764, 7551, 7645, 7933, 8358, 8380, 10466, 11911, 15284, 15943, 17476, 19008, 19159, 19188, 19272, 19341, 19419, 19958, 20359, 21094, 26793, 37642, 37742, 37869, 39253, 41135, 43035, 51507, 68815]"
4567,15405,Hutton,Alan,Aston Villa,2,"[9007, 57214, 11278, 40146, 1930]","[9007, 9047, 11278, 17997, 20492, 32318, 37748, 40725, 42996, 45158, 49539, 58621, 76359]"
4598,17687,Ikeme,Carl,Wolverhampton Wanderers,1,"[45175, 40349, 66797, 5288, 5207]","[4202, 5207, 5288, 9631, 10954, 15903, 17694, 18151, 20531, 26756, 37634, 38251, 39725, 41705, 50264, 51922, 88658]"
4599,20481,Ireland,Stephen,Aston Villa,4,"[51938, 19930, 11735, 16236, 28468]","[1420, 7631, 11735, 16210, 16236, 28495, 49493, 50471, 52876, 55548]"
4623,41135,Ivanovic,Branislav,Chelsea,2,"[1718, 26793, 17476, 19419, 21094]","[1718, 1764, 7551, 7645, 7933, 8358, 8380, 10466, 11911, 12413, 15284, 15943, 17476, 19008, 19159, 19188, 19272, 19341, 19419, 19958, 20359, 21094, 26793, 37642, 37742, 37869, 39253, 43035, 51507, 68815]"
4652,19321,Jackson,Simeon,Norwich City,6,"[19321, 55586, 51484, 3897, 15395]","[1195, 5075, 6240, 14279, 16005, 19557, 20312, 37334, 42758, 57835, 62419]"
4674,7645,Jagielka,Phil,Everton,2,"[37847, 19124, 11883, 1764, 28654]","[1718, 1764, 7551, 7933, 8358, 8380, 10466, 11911, 12413, 15284, 15943, 17476, 19008, 19159, 19188, 19272, 19341, 19419, 19958, 20359, 21094, 26793, 37642, 37742, 37869, 39253, 41135, 43035, 51507, 68815]"
4704,37269,Jara,Gonzalo,West Bromwich Albion,2,"[37869, 105322, 42427, 91979, 86364]","[1131, 1940, 1989, 2399, 3665, 6298, 11248, 11883, 12450, 12674, 12679, 12780, 13439, 14919, 14965, 16734, 18658, 19084, 19718, 27348, 27698, 38462, 39464, 41727, 42425, 42428, 46695, 48730, 51511, 52477, 53238, 54469, 54771, 60232, 61933, 61944, 65807, 74230, 75880, 78108, 82263, 86364, 87835, 87860, 90801, 91979, 92790, 103903, 105322, 106603]"
4708,18818,Jarvis,Matthew,Wolverhampton Wanderers,4,"[18818, 38429, 51887, 10089, 28499]",[]
4745,62419,Jelavic,Nikica,Everton,6,"[40204, 8595, 6286, 39439, 42758]","[1195, 5075, 6240, 14279, 16005, 19321, 19557, 20312, 37334, 42758, 57835]"
4758,10451,Jenas,Jermaine,Aston Villa,4,"[19930, 40555, 28301, 78774, 92488]","[999, 1307, 1615, 1840, 2559, 4374, 4740, 5043, 6769, 7459, 13524, 14295, 14489, 15109, 17891, 18215, 18430, 19197, 19602, 19688, 19946, 20589, 28342, 28566, 37939, 38290, 39104, 40231, 40387, 40564, 40660, 42518, 43250, 44302, 53371, 59304, 59325, 74208, 75773, 78774, 79843, 81025, 83701, 88821, 88894, 91128, 93666, 98464, 103955, 105190, 114042]"
4761,80254,Jenkinson,Carl,Arsenal,2,"[83428, 6298, 1940, 61944, 37269]","[973, 1059, 1216, 1587, 1640, 1809, 1841, 1869, 1934, 1950, 2004, 2034, 2562, 3736, 4142, 6219, 6254, 8371, 11078, 11378, 12443, 13898, 14278, 14947, 15201, 15498, 15864, 16854, 17127, 17468, 17974, 18144, 18832, 18846, 19160, 40146, 42744, 45139, 55909, 58845, 80235, 82514, 83428]"
4770,18804,Jerome,Cameron,Stoke City,6,"[15428, 28541, 97612, 59970, 51484]","[1409, 1710, 3118, 3897, 4445, 6286, 8595, 11721, 14166, 15395, 15428, 15675, 17955, 18215, 19645, 27440, 28157, 28541, 28593, 35865, 37352, 39439, 55415, 58778, 59125, 60865, 80979, 97612, 98769]"
4793,98769,Ji Dong-Won,,Sunderland,6,"[15428, 97612, 60865, 15675, 19645]","[1409, 1710, 3118, 3897, 4445, 6286, 8595, 11721, 14166, 15395, 15428, 15675, 17955, 18215, 18804, 19645, 27440, 28157, 28541, 28593, 35865, 37352, 39439, 55415, 58778, 59125, 60865, 80979, 97612]"
4812,4098,John Arne Riise,,Fulham,2,"[27698, 42428, 32318, 28183, 19718]",[14775]
4848,9047,Johnson,Glen,Liverpool,2,"[11248, 57214, 3296, 20492, 13898]","[9007, 11278, 15405, 17997, 20492, 32318, 37748, 40725, 42996, 45158, 49539, 58621, 76359]"
4849,19569,Johnson,Bradley,Norwich City,4,"[19688, 15276, 2160, 12150, 28147]",[2160]
4850,1195,Johnson,Andrew,Fulham,6,"[39104, 4570, 55586, 1195, 20312]","[5075, 6240, 14279, 16005, 19321, 19557, 20312, 37334, 42758, 57835, 62419]"
4854,8358,Johnson,Roger,Wolverhampton Wanderers,2,"[19160, 37847, 20658, 49539, 19188]","[1718, 1764, 7551, 7645, 7933, 8380, 10466, 11911, 12413, 15284, 15943, 17476, 19008, 19159, 19188, 19272, 19341, 19419, 19958, 20359, 21094, 26793, 37642, 37742, 37869, 39253, 41135, 43035, 51507, 68815]"
4946,39253,Jonas Olsson,,West Bromwich Albion,2,"[26793, 19958, 8358, 19272, 37642]","[1718, 1764, 7551, 7645, 7933, 8358, 8380, 10466, 11911, 12413, 15284, 15943, 17476, 19008, 19159, 19188, 19272, 19341, 19419, 19958, 20359, 21094, 26793, 37642, 37742, 37869, 41135, 43035, 51507, 68815]"
4979,76359,Jones,Phil,Manchester United,2,"[3296, 20492, 37748, 58621, 42996]","[9007, 9047, 11278, 15405, 17997, 20492, 32318, 37748, 40725, 42996, 45158, 49539, 58621]"
4980,18215,Jones,Kenwyne,Stoke City,6,"[5730, 39439, 5692, 32317, 50175]","[1409, 1710, 3118, 3897, 4445, 6286, 8595, 11721, 14166, 15395, 15428, 15675, 17955, 18804, 19645, 27440, 28157, 28541, 28593, 35865, 37352, 39439, 55415, 58778, 59125, 60865, 80979, 97612, 98769]"
4983,19556,Jones,David,Wigan Athletic,4,"[28568, 39202, 4374, 1936, 91128]","[363, 2019, 4990, 7670, 8442, 9110, 10454, 12882, 13227, 13308, 13594, 14469, 14898, 15076, 15188, 18586, 27258, 27696, 27707, 28097, 34296, 37639, 38297, 39217, 41208, 41823, 43191, 49384, 49944, 50232, 51887, 56861, 56864, 56944, 57069, 73459, 77800, 78056, 80442, 81880, 92372]"
4984,11467,Jones,Billy,West Bromwich Albion,2,"[9007, 15284, 9493, 15968, 37748]","[1930, 3296, 5750, 7712, 9493, 15968, 16234, 19053, 19124, 19714, 19740, 20488, 20658, 28183, 28654, 37847, 41270, 42427, 42593, 54772, 55604, 57214, 58786]"
5045,9631,Jones,Bradley,Liverpool,1,"[45175, 15903, 40349, 66797, 5288]","[4202, 5207, 5288, 10954, 15903, 17687, 17694, 18151, 20531, 26756, 37634, 38251, 39725, 41705, 50264, 51922, 88658]"
5064,50023,Jordi Gómez,,Wigan Athletic,4,"[7635, 4611, 10089, 2051, 36903]",[7635]
5092,26725,José Enrique,,Liverpool,2,"[17336, 27698, 46695, 3785, 20488]","[3785, 13310, 14075, 17336, 28146, 34285, 47390]"
5127,1344,Jääskeläinen,Jussi,Bolton Wanderers,1,"[1801, 1803, 19236, 20066, 39725]","[1945, 40349, 45175, 66797]"
5145,40231,Jónsson,Eggert Gunnthór,Wolverhampton Wanderers,4,"[88821, 1840, 78774, 999, 40555]","[999, 1307, 1615, 1840, 2559, 4374, 4740, 5043, 6769, 7459, 10451, 13524, 14295, 14489, 15109, 17891, 18215, 18430, 19197, 19602, 19688, 19946, 20589, 28342, 28566, 37939, 38290, 39104, 40387, 40564, 40660, 42518, 43250, 44302, 53371, 59304, 59325, 74208, 75773, 78774, 79843, 81025, 83701, 88821, 88894, 91128, 93666, 98464, 103955, 105190, 114042]"
5148,37742,Kaboul,Younes,Tottenham Hotspur,2,"[49539, 21094, 15284, 19419, 37642]","[1718, 1764, 7551, 7645, 7933, 8358, 8380, 10466, 11911, 12413, 15284, 15943, 17476, 19008, 19159, 19188, 19272, 19341, 19419, 19958, 20359, 21094, 26793, 37642, 37869, 39253, 41135, 43035, 51507, 68815]"
5181,42518,Kacaniklic,Alexander,Fulham,4,"[19197, 19946, 28342, 105190, 10451]","[999, 1307, 1615, 1840, 2559, 4374, 4740, 5043, 6769, 7459, 10451, 13524, 14295, 14489, 15109, 17891, 18215, 18430, 19197, 19602, 19688, 19946, 20589, 28342, 28566, 37939, 38290, 39104, 40231, 40387, 40564, 40660, 43250, 44302, 53371, 59304, 59325, 74208, 75773, 78774, 79843, 81025, 83701, 88821, 88894, 91128, 93666, 98464, 103955, 105190, 114042]"
5185,59325,Kakuta,Gael,Bolton Wanderers,4,"[98464, 14489, 105190, 93666, 28566]","[999, 1307, 1615, 1840, 2559, 4374, 4740, 5043, 6769, 7459, 10451, 13524, 14295, 14489, 15109, 17891, 18215, 18430, 19197, 19602, 19688, 19946, 20589, 28342, 28566, 37939, 38290, 39104, 40231, 40387, 40564, 40660, 42518, 43250, 44302, 53371, 59304, 74208, 75773, 78774, 79843, 81025, 83701, 88821, 88894, 91128, 93666, 98464, 103955, 105190, 114042]"
5189,37352,Kalou,Salomon,Chelsea,6,"[50175, 19916, 4454, 39439, 55415]","[1409, 1710, 3118, 3897, 4445, 6286, 8595, 11721, 14166, 15395, 15428, 15675, 17955, 18215, 18804, 19645, 27440, 28157, 28541, 28593, 35865, 39439, 55415, 58778, 59125, 60865, 80979, 97612, 98769]"
5201,81025,Kasami,Pajtim,Fulham,4,"[59325, 42518, 28566, 59304, 14489]","[999, 1307, 1615, 1840, 2559, 4374, 4740, 5043, 6769, 7459, 10451, 13524, 14295, 14489, 15109, 17891, 18215, 18430, 19197, 19602, 19688, 19946, 20589, 28342, 28566, 37939, 38290, 39104, 40231, 40387, 40564, 40660, 42518, 43250, 44302, 53371, 59304, 59325, 74208, 75773, 78774, 79843, 83701, 88821, 88894, 91128, 93666, 98464, 103955, 105190, 114042]"
5208,88658,Kean,Jake,Blackburn Rovers,1,"[5288, 5207, 37634, 51922, 18151]","[4202, 5207, 5288, 9631, 10954, 15903, 17687, 17694, 18151, 20531, 26756, 37634, 38251, 39725, 41705, 50264, 51922]"
5209,1710,Keane,Robbie,Aston Villa,6,"[17500, 39439, 19916, 98769, 1765]","[1409, 3118, 3897, 4445, 6286, 8595, 11721, 14166, 15395, 15428, 15675, 17955, 18215, 18804, 19645, 27440, 28157, 28541, 28593, 35865, 37352, 39439, 55415, 58778, 59125, 60865, 80979, 97612, 98769]"
5213,91126,Keane,William,Manchester United,6,"[89328, 40501, 39982, 36968, 98769]","[1619, 1795, 4454, 5692, 5730, 19916, 20298, 32317, 33223, 36968, 39776, 39982, 40275, 40399, 40501, 46581, 49013, 51484, 55586, 59970, 61538, 66749, 66978, 80061, 80181, 89328, 95703, 107853]"
5216,9493,Kelly,Stephen,Fulham,2,"[9007, 40146, 11248, 15284, 11378]","[1930, 3296, 5750, 7712, 11467, 15968, 16234, 19053, 19124, 19714, 19740, 20488, 20658, 28183, 28654, 37847, 41270, 42427, 42593, 54772, 55604, 57214, 58786]"
